year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
2017,12.611541086966115,11.289794413577894,Petrol,Individual,Manual,First Owner,24.7,796,47.3
2016,13.527829818844937,11.289794413577894,Diesel,Individual,Manual,First Owner,28.09,1248,88.5
2016,13.260386417460465,10.463131911491967,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14
2013,12.206077645517674,12.025755079404917,Diesel,Individual,Manual,First Owner,22.3,1248,88.8
2012,12.765691290604371,11.289794413577894,Petrol,Individual,Manual,First Owner,17.92,1086,62.1
1998,11.156264806643742,11.51293546492023,Petrol,Individual,Manual,Second Owner,16.1,796,37.0
2005,11.695255355062795,11.407576060361786,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0
2019,13.122365377402328,9.210440366976517,Petrol,Individual,Manual,First Owner,21.4,1197,83.1
2016,12.821260987319457,11.407576060361786,Diesel,Individual,Manual,First Owner,19.09,1405,69.01
2019,13.304686600863562,8.556606193773073,Petrol,Individual,Manual,First Owner,20.3,1199,83.81
2006,11.51293546492023,11.695255355062795,Petrol,Individual,Manual,Second Owner,17.3,993,60.0
2013,12.92391243868049,11.407576060361786,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0
2016,13.527829818844937,10.819798284210286,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3
2017,13.304686600863562,8.517393171418904,Petrol,Individual,Manual,First Owner,18.9,1197,81.86
2018,13.217675375388819,9.259225769705994,Petrol,Individual,Manual,First Owner,18.15,1198,82.0
2018,13.76421831620775,10.165890277802454,Diesel,Individual,Manual,First Owner,19.6,1461,108.45
2015,13.592368256649284,10.12667110305036,Petrol,Individual,Manual,First Owner,15.85,1499,110.4
2015,13.45883704259595,10.12667110305036,Petrol,Individual,Manual,First Owner,15.85,1499,110.4
2011,12.721888795877375,9.61587214452889,Petrol,Individual,Manual,First Owner,17.5,1298,85.8
2012,12.506180941677357,11.608244735642321,Diesel,Individual,Manual,First Owner,19.3,1248,73.9
2010,12.676079399771027,11.51293546492023,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2007,11.695255355062795,11.695255355062795,Petrol,Individual,Manual,First Owner,17.8,1086,63.0
2007,11.736077016252437,11.695255355062795,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68
2007,11.918397239722838,10.463131911491967,Petrol,Individual,Manual,First Owner,18.2,1061,64.0
2018,12.644330802262578,9.472781556562168,Petrol,Individual,Manual,First Owner,24.7,796,47.3
2015,13.345508528717259,10.819798284210286,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2012,12.495007682693725,10.596659732783579,Petrol,Individual,Manual,First Owner,20.36,1197,78.9
2016,13.304686600863562,10.12667110305036,Petrol,Individual,Manual,First Owner,17.19,1197,81.86
2011,12.100717685412471,11.608244735642321,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0
2019,13.45883704259595,8.517393171418904,Petrol,Individual,Manual,First Owner,23.87,1197,88.5
2013,11.703554089007538,10.819798284210286,Petrol,Individual,Manual,Second Owner,16.1,796,37.0
2014,12.765691290604371,11.289794413577894,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0
2013,12.323860125621126,10.97411180466407,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05
2018,13.51440681653079,10.566639335560673,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0
2016,13.217675375388819,10.941907417643346,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7
2019,13.384729180332174,8.634442751466477,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.345508528717259,10.147961974552167,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73
2018,13.304686600863562,11.153102714740765,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.017005083966255,10.93828994344506,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97
2019,13.565767608549109,8.858368636308018,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76
2016,13.377007146164305,9.305741456739435,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5
2008,11.289794413577894,11.51293546492023,Petrol,Individual,Manual,Third Owner,17.3,1061,64.0
2008,11.695255355062795,11.44391830766695,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05
2015,13.527829818844937,11.156264806643742,Diesel,Individual,Manual,First Owner,19.01,1461,108.5
2006,11.695255355062795,11.407576060361786,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0
2017,13.664688831019712,10.239995502805316,Petrol,Individual,Manual,First Owner,17.8,1497,117.3
2018,13.384729180332174,10.819798284210286,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2014,13.384729180332174,11.407576060361786,Diesel,Individual,Manual,First Owner,20.77,1248,88.8
2016,13.47302165746721,10.596659732783579,Diesel,Individual,Manual,First Owner,24.8,1396,88.7
2017,12.971542813248437,11.635151947212842,Diesel,Individual,Manual,First Owner,25.83,1498,99.0
2011,12.628070334272698,12.144202560946876,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0
2011,12.301387370778713,11.51293546492023,Diesel,Individual,Manual,First Owner,20.0,1399,68.0
2017,13.399996629152975,11.112462823634855,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0
2011,11.849404844423074,11.156264806643742,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936,57.6
2017,13.345508528717259,10.434145214930487,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495
2004,12.19602736016897,11.608244735642321,Petrol,Individual,Manual,Third Owner,12.8,1493,100.0
2005,11.775297421715827,11.849404844423074,Petrol,Individual,Manual,Second Owner,18.9,998,67.1
2012,13.199326270390594,11.51293546492023,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3
2017,13.217675375388819,9.210440366976517,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86
2018,13.07107218827772,10.308985993422082,Petrol,Individual,Manual,First Owner,21.63,998,67.04
2010,12.28765724080691,11.695255355062795,Diesel,Individual,Manual,First Owner,21.1,1248,73.9
2019,13.527829818844937,8.77971129020447,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8
2010,12.765691290604371,11.289794413577894,Petrol,Individual,Manual,First Owner,11.96,1298,80.0
2015,13.25339339419516,11.695255355062795,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05
2012,12.100717685412471,11.695255355062795,Petrol,Individual,Manual,Second Owner,21.1,814,55.2
1998,11.127277689932466,11.608244735642321,Petrol,Individual,Manual,Third Owner,13.1,1598,77.0
2006,12.54254845357358,11.918397239722838,Diesel,Individual,Manual,Third Owner,18.7,1896,66.0
2005,11.407576060361786,11.695255355062795,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405,70.0
2015,13.437175577097312,11.599112335481124,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84
2015,13.244582780038517,11.643962499267984,Diesel,Dealer,Manual,First Owner,25.2,1248,73.94
2014,12.886643575525625,11.982935344196433,Diesel,Dealer,Manual,Third Owner,24.0,1120,70.0
2013,12.959846800844963,11.522885696764481,Diesel,Dealer,Manual,First Owner,21.9,1396,88.76
2018,13.190023895035274,10.34177474101152,Petrol,Dealer,Automatic,First Owner,24.04,999,67.0
2018,13.122365377402328,10.34177474101152,Petrol,Dealer,Manual,First Owner,23.01,999,67.0
2016,12.983101310070822,10.915106645867503,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8
2015,12.959846800844963,11.225256725762893,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8
2013,12.691583538230217,11.970356641102999,Diesel,Dealer,Manual,First Owner,24.4,1499,98.96
2018,13.76421831620775,10.596659732783579,Diesel,Individual,Manual,First Owner,23.0,1498,98.96
2019,13.946539697563276,9.210440366976517,Diesel,Individual,Automatic,First Owner,21.5,1497,108.5
2020,13.60231857512623,8.517393171418904,Petrol,Individual,Manual,First Owner,18.24,999,108.6
2014,13.217675375388819,10.308985993422082,Petrol,Individual,Manual,First Owner,19.1,1197,85.8
2010,12.278397958261774,11.06665398721974,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2016,13.146081857144738,9.259225769705994,Petrol,Individual,Manual,First Owner,18.16,1196,86.8
2011,12.278397958261774,10.819798284210286,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2012,13.122365377402328,11.002116507732017,Diesel,Individual,Manual,First Owner,20.5,1598,103.5
2015,13.45883704259595,10.463131911491967,Diesel,Individual,Manual,First Owner,21.14,1498,103.52
2016,13.527829818844937,11.289794413577894,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2017,12.886643575525625,10.12667110305036,Petrol,Individual,Manual,First Owner,21.63,998,67.0
2017,13.42246945133505,8.517393171418904,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2008,11.849404844423074,11.289794413577894,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1
2013,12.323860125621126,10.97411180466407,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05
2018,13.51440681653079,10.566639335560673,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0
2016,13.217675375388819,10.941907417643346,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7
2019,13.384729180332174,8.634442751466477,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.345508528717259,10.147961974552167,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73
2018,13.304686600863562,11.153102714740765,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.017005083966255,10.93828994344506,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97
2019,13.565767608549109,8.858368636308018,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76
2016,13.377007146164305,9.305741456739435,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5
2014,12.611541086966115,9.210440366976517,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2013,12.779875885354993,11.127277689932466,Diesel,Individual,Manual,First Owner,22.1,1248,76.9
2015,12.100717685412471,10.463131911491967,Petrol,Individual,Manual,Second Owner,22.74,796,47.3
2013,12.54254845357358,11.156264806643742,Diesel,Individual,Manual,First Owner,25.0,1396,69.0
2011,12.429220196836383,11.156264806643742,Diesel,Individual,Manual,First Owner,19.0,1248,90.0
2007,11.736077016252437,10.819798284210286,Petrol,Individual,Manual,First Owner,15.3,1193,65.3
2018,13.60479076121576,10.298935994257638,Diesel,Individual,Manual,First Owner,25.1,1248,88.5
2018,13.416525906265674,9.90353755128617,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63
2018,12.59473402514672,9.90353755128617,Petrol,Individual,Manual,First Owner,24.7,796,47.3
2017,13.652992804936396,10.596659732783579,Diesel,Individual,Manual,First Owner,24.52,1248,88.5
2013,12.92391243868049,11.407576060361786,Diesel,Individual,Manual,First Owner,22.9,1248,74.0
2015,13.304686600863562,11.407576060361786,Petrol,Individual,Manual,First Owner,16.02,1373,93.7
2012,12.301387370778713,11.002116507732017,Petrol,Individual,Manual,Third Owner,18.9,998,67.1
2013,13.217675375388819,10.933124826700707,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2006,11.775297421715827,11.211833885608513,Diesel,Individual,Manual,First Owner,13.7,1948,68.0
2014,12.899222326086994,11.719947764402807,Diesel,Individual,Manual,First Owner,19.01,1461,108.45
2009,11.951186847493476,10.896757843893464,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2013,12.429220196836383,10.819798284210286,Petrol,Individual,Manual,First Owner,15.64,1193,64.1
2014,12.899222326086994,11.289794413577894,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0
2019,13.122365377402328,9.210440366976517,Petrol,Individual,Manual,First Owner,19.02,1198,67.05
2018,13.244582780038517,9.210440366976517,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0
2018,13.710151153416941,10.596659732783579,Diesel,Individual,Manual,First Owner,23.0,1498,98.96
2017,13.384729180332174,11.695255355062795,Diesel,Individual,Manual,First Owner,16.5,1493,70.0
2018,13.592368256649284,10.463131911491967,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2015,13.26212705890841,11.002116507732017,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2016,13.217675375388819,10.596659732783579,Petrol,Individual,Automatic,First Owner,17.01,1499,110.4
2011,12.154784614286667,11.289794413577894,Petrol,Individual,Manual,Third Owner,15.5,1586,103.3
2017,13.527829818844937,10.518700218288165,Diesel,Individual,Manual,First Owner,23.0,1498,98.96
2018,13.345508528717259,9.99884318585288,Petrol,Individual,Manual,First Owner,21.4,1197,83.1
2018,13.591117476312084,11.002116507732017,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73
2013,12.611541086966115,10.950824090522445,Petrol,Individual,Manual,Second Owner,20.51,998,67.04
2017,13.652992804936396,10.203629181337648,Petrol,Individual,Manual,First Owner,20.73,1373,91.1
2012,11.775297421715827,11.156264806643742,Petrol,Individual,Manual,First Owner,18.0,995,62.0
2011,12.345834587905333,10.596659732783579,Petrol,Individual,Manual,Second Owner,20.92,998,67.1
2015,12.899222326086994,11.002116507732017,Petrol,Individual,Manual,First Owner,23.1,998,67.04
2015,12.43320821811392,10.668978650219241,Petrol,Individual,Manual,Second Owner,21.1,814,55.2
2011,12.429220196836383,11.608244735642321,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0
2009,11.51293546492023,11.51293546492023,Petrol,Individual,Manual,Second Owner,15.7,1172,67.0
2016,13.017005083966255,11.06665398721974,Petrol,Individual,Manual,First Owner,20.4,1197,81.8
2017,13.26212705890841,11.472113887062386,Diesel,Individual,Manual,First Owner,19.87,1461,83.8
2013,12.899222326086994,11.472113887062386,Diesel,Individual,Manual,First Owner,20.46,1461,83.8
2019,13.081543466215237,8.936035096566041,Petrol,Individual,Manual,First Owner,21.63,998,67.0
2019,13.102162710901053,8.853808274977197,Petrol,Individual,Manual,First Owner,21.63,998,67.0
2007,11.918397239722838,11.695255355062795,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0
2017,13.304686600863562,10.819798284210286,Diesel,Individual,Manual,First Owner,22.95,1248,74.0
2015,13.122365377402328,10.819798284210286,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0
2015,12.959846800844963,11.289794413577894,Diesel,Individual,Manual,First Owner,23.0,1248,88.7
2015,12.793862088206213,10.434145214930487,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2012,12.577639650232573,11.289794413577894,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9
2011,12.899222326086994,11.184435286790631,Diesel,Individual,Manual,First Owner,22.9,1248,74.0
2003,11.156264806643742,9.90353755128617,Diesel,Individual,Manual,First Owner,15.9,1527,57.0
2019,13.790193775620484,10.308985993422082,Diesel,Individual,Manual,First Owner,23.0,1498,98.96
2019,14.020083538688642,8.517393171418904,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6
2011,12.278397958261774,11.695255355062795,Diesel,Individual,Manual,First Owner,20.0,1399,68.0
2007,12.154784614286667,11.156264806643742,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05
2018,13.42246945133505,10.096831472611818,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7
2014,12.992254692057308,11.302216779257382,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0
2013,12.92391243868049,10.463131911491967,Petrol,Individual,Manual,First Owner,19.1,1197,85.8
2019,12.765691290604371,9.61587214452889,Petrol,Individual,Manual,First Owner,25.17,799,53.3
2012,11.813037464800539,10.799595985047786,Diesel,Individual,Manual,Third Owner,25.44,936,57.6
2014,13.161586013632684,11.156264806643742,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0
2010,12.660331092405906,12.100717685412471,Diesel,Individual,Manual,First Owner,19.3,1248,73.9
2010,12.367345048436391,10.819798284210286,Petrol,Individual,Manual,First Owner,19.0,998,66.1
2005,11.296024885689746,10.819798284210286,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0
2013,12.834683971615659,11.38737357979909,Diesel,Individual,Manual,First Owner,23.2,1248,73.94
2006,12.149507585033072,11.440365524765756,Petrol,Individual,Manual,Second Owner,16.1,1197,85.0
2017,13.217675375388819,11.695255355062795,Diesel,Individual,Manual,First Owner,25.8,1498,98.6
2011,12.468440756144114,11.608244735642321,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0
2016,13.384729180332174,10.819798284210286,Diesel,Individual,Automatic,Second Owner,26.59,1248,74.0
2013,13.081543466215237,11.289794413577894,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2016,13.45883704259595,10.596659732783579,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2015,13.384729180332174,11.608244735642321,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76
2016,13.815511557963774,11.002116507732017,Diesel,Individual,Automatic,First Owner,22.15,1498,108.6
2018,13.8924725250259,9.45727857185611,Petrol,Individual,Automatic,First Owner,17.8,1496,105.5
2012,12.04355959836804,10.596659732783579,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2017,13.321215875492413,10.799595985047786,Diesel,Individual,Manual,First Owner,28.4,1248,74.0
2014,12.765691290604371,10.12667110305036,Petrol,Individual,Manual,First Owner,18.5,1197,85.8
2016,12.468440756144114,11.082157933374816,Petrol,Individual,Manual,Second Owner,22.74,796,47.3
2015,13.45883704259595,9.90353755128617,Diesel,Individual,Manual,First Owner,20.4,1248,91.7
2018,13.426904041847699,9.741027444837728,Petrol,Individual,Manual,First Owner,18.78,999,75.0
2015,13.592368256649284,9.61587214452889,Diesel,Individual,Manual,First Owner,23.65,1248,88.5
2014,12.899222326086994,11.695255355062795,Diesel,Individual,Manual,Second Owner,23.59,1364,67.04
2010,12.611541086966115,10.799595985047786,Petrol,Individual,Manual,First Owner,18.5,1197,80.0
2016,13.161586013632684,10.275085591132715,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2017,13.652992804936396,10.915106645867503,Diesel,Individual,Automatic,First Owner,19.61,1461,108.5
2015,12.611541086966115,10.596659732783579,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2010,12.765691290604371,11.695255355062795,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0
2019,13.70122253263775,9.210440366976517,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2012,12.560247968016562,11.156264806643742,Diesel,Individual,Manual,Second Owner,20.3,1248,92.0
2012,12.611541086966115,11.002116507732017,LPG,Individual,Manual,First Owner,19.2,1086,68.05
2016,13.3374763699232,11.407576060361786,Diesel,Individual,Manual,First Owner,28.09,1248,88.5
2017,13.527829818844937,11.407576060361786,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2016,12.506180941677357,10.463131911491967,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2014,13.235693848424024,11.407576060361786,Diesel,Individual,Manual,First Owner,20.77,1248,88.8
2012,12.611541086966115,10.596659732783579,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1
2012,12.611541086966115,10.596659732783579,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1
2018,13.25339339419516,9.90353755128617,Petrol,Individual,Manual,First Owner,18.9,1197,81.86
2011,12.301387370778713,11.289794413577894,Diesel,Individual,Manual,First Owner,23.03,1396,69.0
2012,12.468440756144114,11.502885230075814,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3
2019,13.304686600863562,8.922791623969637,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8
2016,12.611541086966115,10.616461869895815,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2015,12.611541086966115,11.156264806643742,Petrol,Individual,Manual,First Owner,17.57,1193,88.7
2016,12.899222326086994,11.51293546492023,Petrol,Individual,Manual,First Owner,18.15,1198,82.0
2016,13.217675375388819,9.058237593766226,Petrol,Individual,Manual,First Owner,22.0,1197,81.8
2019,13.997832948091215,10.596659732783579,Diesel,Individual,Manual,First Owner,25.6,1498,97.9
2015,13.122365377402328,11.002116507732017,Diesel,Individual,Manual,First Owner,25.83,1498,99.0
2005,11.440365524765756,11.289794413577894,Petrol,Individual,Manual,Third Owner,15.9,1298,85.0
2014,13.122365377402328,11.608244735642321,Diesel,Individual,Manual,First Owner,26.0,1498,98.6
2018,13.415034483903348,11.918397239722838,Diesel,Individual,Manual,First Owner,23.59,1364,67.05
2017,12.821260987319457,10.308985993422082,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2012,11.51293546492023,11.156264806643742,Petrol,Individual,Manual,Second Owner,16.1,796,37.0
2016,12.959846800844963,10.819798284210286,Petrol,Individual,Manual,First Owner,19.81,1086,68.05
2016,13.652992804936396,10.463131911491967,Diesel,Individual,Manual,First Owner,24.52,1248,88.5
2018,13.527829818844937,9.99884318585288,Diesel,Individual,Manual,First Owner,21.03,1461,65.0
2010,12.367345048436391,10.819798284210286,Diesel,Individual,Manual,First Owner,10.71,1948,90.0
2017,13.45883704259595,11.156264806643742,Diesel,Individual,Manual,First Owner,25.5,1498,98.6
2016,13.081543466215237,10.933124826700707,Diesel,Individual,Manual,First Owner,24.0,1120,70.0
2016,13.07107218827772,10.819798284210286,Diesel,Individual,Manual,First Owner,22.95,1248,74.0
2015,13.321215875492413,11.695255355062795,Diesel,Individual,Manual,First Owner,21.14,1498,103.52
2017,13.592368256649284,11.156264806643742,Diesel,Individual,Manual,First Owner,25.5,1498,98.6
2014,11.982935344196433,11.407576060361786,Diesel,Individual,Manual,First Owner,25.0,1396,69.0
2018,13.815511557963774,11.156264806643742,Diesel,Individual,Manual,First Owner,25.1,1248,88.5
2015,13.45883704259595,11.695255355062795,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76
2017,13.28787951079572,11.156264806643742,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6
2002,11.849404844423074,11.289794413577894,Petrol,Individual,Manual,Second Owner,18.9,998,67.1
2017,13.493928313146206,11.51293546492023,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0
2015,13.217675375388819,10.819798284210286,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2012,12.388398368982115,11.407576060361786,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94
2017,13.415034483903348,10.819798284210286,Diesel,Individual,Manual,First Owner,27.3,1498,98.6
2015,13.217675375388819,11.608244735642321,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2015,12.899222326086994,10.308985993422082,Petrol,Individual,Manual,First Owner,23.1,998,67.04
2015,13.303018546545275,11.156264806643742,Petrol,Individual,Manual,First Owner,16.02,1373,93.7
2016,13.493928313146206,11.51293546492023,Diesel,Individual,Manual,First Owner,21.38,1396,88.7
2015,13.171155446333852,11.695255355062795,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3
2011,12.230765258120545,11.350418300109132,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9
2012,12.154784614286667,11.608244735642321,Diesel,Individual,Manual,First Owner,21.0,1199,75.0
2015,12.644330802262578,11.002116507732017,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120,70.0
2016,12.847929163278053,11.407576060361786,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0
2012,12.225880174775122,11.608244735642321,Petrol,Individual,Manual,Third Owner,20.92,998,67.1
2018,12.765691290604371,10.12667110305036,Petrol,Individual,Manual,First Owner,20.3,998,68.05
2013,12.765691290604371,11.51293546492023,Diesel,Individual,Manual,First Owner,20.54,1598,103.6
2012,12.07254696717504,11.695255355062795,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0
2011,12.73670383776449,11.407576060361786,Diesel,Individual,Manual,First Owner,20.54,1598,103.6
2017,13.76421831620775,10.463131911491967,Petrol,Individual,Manual,First Owner,17.4,1497,117.6
2017,13.704578997256993,10.463131911491967,Petrol,Individual,Manual,First Owner,17.8,1497,117.3
2005,11.51293546492023,11.407576060361786,Petrol,Individual,Manual,Second Owner,12.8,1396,85.0
2016,13.217675375388819,11.23850177707664,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2004,11.51293546492023,11.002116507732017,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0
2003,10.645448706505872,11.034905792929415,Petrol,Individual,Manual,First Owner,16.1,796,37.0
2009,12.154784614286667,11.982935344196433,Petrol,Individual,Manual,Third Owner,17.5,1197,85.8
2019,13.450228680410094,10.463131911491967,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2017,13.384729180332174,10.819798284210286,Diesel,Individual,Manual,First Owner,25.8,1498,98.6
2011,12.644330802262578,11.156264806643742,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2013,12.793862088206213,11.48247656671073,Diesel,Individual,Manual,First Owner,22.9,1248,74.0
2011,12.388398368982115,11.407576060361786,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2007,11.51293546492023,11.002116507732017,Petrol,Individual,Manual,Third Owner,19.7,796,46.3
2009,12.206077645517674,11.608244735642321,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68
2014,13.017005083966255,11.156264806643742,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2017,13.592368256649284,10.842459118633341,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2011,12.278397958261774,10.596659732783579,Petrol,Individual,Manual,First Owner,21.1,1197,85.8
2017,13.541075028051122,10.819798284210286,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2015,12.938442943086665,11.289794413577894,Diesel,Individual,Manual,First Owner,20.14,1498,88.8
2011,12.180759965737863,11.695255355062795,Petrol,Individual,Manual,First Owner,18.9,998,67.1
2017,12.691583538230217,10.043292972227004,Petrol,Individual,Manual,First Owner,24.7,796,47.3
2010,11.884495917930655,11.156264806643742,Petrol,Individual,Manual,Second Owner,20.92,998,67.1
2018,13.42246945133505,10.043292972227004,Diesel,Individual,Manual,First Owner,28.4,1248,74.0
2016,12.73670383776449,10.308985993422082,Petrol,Individual,Manual,Second Owner,20.51,998,67.04
2011,12.73670383776449,10.819798284210286,Diesel,Individual,Manual,First Owner,19.0,1248,90.0
2015,12.611541086966115,10.819798284210286,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2007,11.225256725762893,11.002116507732017,Petrol,Individual,Manual,Second Owner,16.1,796,37.0
2011,12.765691290604371,11.289794413577894,Diesel,Individual,Manual,First Owner,19.4,1405,70.0
2019,13.815511557963774,9.61587214452889,Petrol,Individual,Manual,First Owner,19.01,1462,103.2
2010,12.04355959836804,11.918397239722838,Diesel,Individual,Manual,Third Owner,21.12,1248,88.8
2018,13.304686600863562,10.596659732783579,Petrol,Individual,Manual,First Owner,19.0,1197,85.8
2010,13.592368256649284,10.12667110305036,Petrol,Individual,Automatic,First Owner,16.8,1497,118.0
2018,13.710151153416941,10.819798284210286,Diesel,Individual,Automatic,Second Owner,24.3,1248,88.5
2010,12.644330802262578,11.695255355062795,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2013,13.304686600863562,11.002116507732017,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8
2008,12.506180941677357,11.91170829631447,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2019,13.142166004700508,8.517393171418904,Petrol,Individual,Manual,First Owner,20.3,1086,68.0
2013,12.323860125621126,11.156264806643742,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0
2015,12.54254845357358,10.915106645867503,Petrol,Individual,Manual,First Owner,20.36,1197,78.9
2016,13.102162710901053,11.51293546492023,Diesel,Individual,Manual,First Owner,27.28,1047,69.0
2015,13.28787951079572,11.156264806643742,Petrol,Individual,Manual,Third Owner,17.19,1197,81.86
2015,13.304686600863562,10.596659732783579,Diesel,Individual,Manual,First Owner,22.77,1498,98.59
2019,13.451668563394815,10.513280297700861,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0
2018,13.444448325847754,10.862856930775358,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0
2016,12.92391243868049,11.264476926102367,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97
